,MainBranch,Age,RemoteWork,EdLevel,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,TechList,Country,Currency,Salary,AISelect,AISent,AIBen,WorkExp,Industry
70298,0,2,1,4,4,0,0,2,2,1,59,41,60000.0,0,6,5,1.0,3
70300,0,1,0,1,5,3,11,3,1,3,6,6,36000.0,0,6,5,3.0,12
70301,0,2,2,4,21,13,27,2,1,3,23,19,600000.0,2,0,3,23.0,4
70305,0,3,1,1,28,23,30,1,0,1,175,44,85000.0,2,4,4,23.0,4
70306,0,1,2,4,10,10,15,4,0,1,33,131,30000.0,2,4,2,10.0,4
70307,0,3,2,1,40,27,11,3,1,3,8,7,180000.0,2,4,4,27.0,4
70308,0,3,2,1,24,23,15,4,0,1,177,131,165000.0,2,0,4,25.0,4
70315,0,2,2,2,25,20,11,3,2,1,59,41,72000.0,0,6,5,20.0,12
70321,0,0,2,7,4,1,15,8,1,3,30,24,65000.0,0,6,5,1.0,9
70322,0,2,2,1,20,15,11,5,2,1,132,41,100000.0,2,4,4,15.0,4
70325,0,1,0,0,20,3,16,5,1,3,30,24,60000.0,0,6,5,4.0,12
70326,0,1,0,1,15,10,11,5,2,1,115,41,115000.0,0,6,5,7.0,1
70329,0,2,2,1,18,15,15,1,2,1,177,131,110000.0,2,4,4,15.0,4
70330,0,1,0,2,5,4,15,2,1,3,177,131,130000.0,2,4,4,6.0,4
70332,0,2,2,1,8,7,15,3,0,1,177,131,109000.0,0,6,5,7.0,12
70333,0,1,1,1,14,6,15,2,2,0,177,131,125000.0,1,0,4,8.0,7
70334,0,4,2,1,40,40,32,0,1,3,175,44,60000.0,2,4,4,40.0,7
70337,0,1,0,2,10,3,11,3,0,1,175,44,150000.0,0,6,5,3.0,12
70339,0,2,1,2,25,16,15,3,1,3,35,29,78400000.0,1,0,2,16.0,12
70343,0,4,0,6,35,32,15,3,1,3,59,41,85000.0,1,0,4,35.0,2
70344,0,3,0,2,45,35,30,3,0,1,175,44,150000.0,0,6,5,30.0,7
70346,0,2,0,6,14,14,14,7,0,1,177,131,192000.0,2,4,4,15.0,10
70350,0,1,1,1,11,5,15,5,1,3,177,131,90000.0,0,6,5,5.0,4
70355,2,1,2,1,12,8,24,6,1,3,8,7,150000.0,2,4,1,8.0,1
70359,0,1,2,1,12,8,11,5,2,1,177,131,170000.0,0,6,5,8.0,9
70360,0,2,2,5,23,19,11,1,2,1,41,33,1260000.0,2,0,4,25.0,4
70362,0,2,0,2,6,3,11,2,2,1,159,112,600000.0,0,6,5,3.0,7
70363,0,1,0,1,5,3,3,5,1,3,30,24,50000.0,1,1,0,4.0,12
70366,0,3,0,1,22,22,15,5,2,1,177,131,125000.0,1,1,3,30.0,2
70368,0,0,2,1,9,3,13,2,1,3,177,131,212000.0,0,6,5,3.0,1
70374,2,1,0,2,10,6,32,3,2,1,177,131,88000.0,2,0,3,10.0,12
70378,0,1,1,5,10,5,15,5,2,1,159,112,420000.0,2,4,2,5.0,12
70380,2,2,0,2,30,20,32,5,2,1,150,41,48000.0,1,0,0,13.0,4
70382,0,2,2,1,25,25,15,1,0,1,120,131,120000.0,2,0,2,25.0,7
70384,0,0,2,1,6,3,27,1,0,1,169,123,40000.0,2,0,2,3.0,4
70385,0,0,0,1,6,1,24,5,1,3,76,41,180000.0,1,4,3,1.0,1
70388,0,3,2,1,27,24,11,0,1,3,177,131,191000.0,1,1,3,25.0,10
70389,0,1,2,1,13,8,12,6,0,1,177,131,210000.0,0,6,5,13.0,1
70391,0,2,0,6,21,12,15,4,0,1,59,41,45000.0,2,1,3,12.0,4
70394,0,1,0,4,19,7,15,4,0,1,59,41,39600.0,2,0,0,7.0,12
70397,0,2,0,6,6,4,12,5,0,1,9,41,70000.0,1,0,0,18.0,4
70402,0,2,2,1,20,10,7,3,2,1,177,131,125000.0,2,0,4,18.0,2
70406,0,1,2,2,12,6,11,3,1,3,30,24,146000.0,2,0,2,6.0,1
70411,0,2,2,2,8,6,11,2,2,1,35,29,118600000.0,1,0,3,10.0,7
70412,0,3,0,4,7,7,11,3,1,3,177,131,155000.0,2,0,2,25.0,7
70413,0,1,0,2,12,6,21,0,2,1,33,27,30000000.0,2,1,3,6.0,2
70416,0,1,2,1,10,3,19,1,2,1,177,131,100000.0,2,4,3,3.0,4
70418,0,1,2,1,18,9,14,7,1,3,9,41,118000.0,0,6,5,9.0,1
70419,0,1,2,1,11,7,15,5,2,0,124,102,60000.0,0,6,5,7.0,2
70420,2,2,0,6,5,5,24,0,2,1,8,7,170000.0,0,6,5,21.0,7
70426,0,3,0,1,35,30,12,0,1,3,76,41,63000.0,0,6,5,30.0,4
70428,0,2,0,4,16,9,4,1,0,1,177,131,165000.0,2,4,4,9.0,9
70429,0,1,0,1,6,3,13,7,1,3,8,7,123000.0,1,0,2,3.0,4
70430,0,2,0,2,18,13,15,5,0,1,159,112,620000.0,0,6,5,13.0,12
70435,0,1,2,1,14,10,17,3,0,1,30,24,200000.0,2,0,2,15.0,4
70438,0,1,2,1,2,2,14,7,1,3,35,29,36000000.0,2,4,1,2.0,4
70450,0,2,1,1,22,17,15,5,0,1,30,24,80000.0,0,6,5,17.0,9
70456,0,1,0,1,8,4,19,6,2,0,177,131,315000.0,2,0,2,6.0,1
70462,0,1,0,2,15,10,0,4,0,1,177,131,230000.0,0,6,5,15.0,3
70471,0,1,2,1,8,4,15,0,2,1,170,125,30000.0,2,4,2,4.0,12
70472,2,2,0,2,20,10,19,0,1,3,177,131,150000.0,2,0,4,12.0,9
70473,0,1,1,1,11,4,2,3,2,1,150,41,39400.0,2,0,3,4.0,12
70475,0,4,0,6,44,39,15,3,1,3,177,131,165000.0,0,6,5,41.0,12
70479,0,1,0,5,13,8,15,5,0,1,159,112,640000.0,2,1,4,8.0,5
70491,0,2,2,1,15,8,15,5,1,3,177,131,165000.0,0,6,5,9.0,4
70492,0,0,1,1,9,2,15,3,2,1,177,131,85000.0,1,1,2,2.0,10
70497,2,3,0,4,19,17,4,7,0,1,115,41,96000.0,2,2,0,19.0,12
70498,0,1,0,1,10,7,15,0,2,2,175,44,51000.0,1,1,2,10.0,8
70502,0,1,2,1,15,8,15,5,2,1,59,41,70000.0,0,6,5,8.0,4
70503,0,1,2,2,14,5,11,1,2,1,56,41,60000.0,2,0,2,5.0,4
70506,0,1,0,6,18,16,15,3,0,1,154,41,60000.0,2,0,0,16.0,9
70507,0,0,1,2,9,7,0,5,0,1,115,41,28000.0,0,6,5,7.0,3
70510,0,3,2,1,22,18,15,3,1,3,177,131,170000.0,2,0,3,18.0,4
70511,0,1,0,2,13,5,11,3,1,3,131,103,220000.0,0,6,5,5.0,4
70522,0,2,0,2,25,18,29,6,2,1,52,41,72000.0,2,1,0,18.0,1
70527,0,2,0,1,23,23,16,4,0,1,177,131,120000.0,2,4,4,23.0,12
70528,0,0,2,1,6,4,15,5,2,2,177,131,85000.0,2,0,4,3.0,3
70531,0,1,0,1,12,5,15,5,1,3,132,41,35000.0,1,0,4,5.0,12
70533,0,1,0,2,10,6,17,3,2,1,175,44,130000.0,0,6,5,7.0,1
70536,0,1,2,6,15,10,15,6,2,1,177,131,92000.0,2,4,4,12.0,1
70537,0,2,2,2,15,10,19,5,2,1,63,48,28500.0,2,0,2,9.0,12
70538,0,1,2,6,16,10,11,3,2,1,6,6,90000.0,1,1,3,16.0,4
70540,0,2,2,0,24,10,15,4,0,0,59,41,75000.0,2,1,2,20.0,10
70543,0,3,2,1,40,30,11,2,2,1,8,7,240000.0,2,1,0,30.0,9
70544,2,2,2,2,20,10,24,5,1,3,131,103,200000.0,2,0,2,23.0,9
70546,0,2,0,0,10,7,14,7,0,1,177,131,151000.0,1,4,2,7.0,0
70548,0,4,0,2,37,37,15,4,0,1,76,41,0.0,2,1,0,38.0,9
70551,0,1,0,0,13,9,15,5,2,0,177,131,70000.0,0,6,5,10.0,12
70552,0,2,2,2,21,15,10,3,1,3,23,19,360000.0,1,4,1,15.0,4
70557,0,1,2,1,16,10,15,1,0,1,177,131,168000.0,2,4,4,16.0,9
70559,0,1,2,1,12,10,14,5,2,2,106,90,55000.0,1,0,3,10.0,4
70560,0,2,0,1,10,7,17,6,2,1,129,100,120000.0,2,0,4,10.0,1
70563,0,3,0,2,30,25,13,2,1,3,132,41,32000.0,1,0,2,25.0,7
70565,0,1,2,2,10,3,16,6,1,3,177,131,200000.0,0,6,5,3.0,4
70573,0,1,2,2,8,8,15,5,2,1,131,103,16000.0,2,0,3,9.0,2
70574,0,2,0,1,15,10,15,5,1,3,116,98,160000.0,0,6,5,16.0,4
70575,0,2,0,1,18,13,2,0,0,1,177,131,280000.0,0,6,5,13.0,9
70578,0,2,2,1,20,13,11,2,1,3,177,131,250000.0,0,6,5,13.0,4
70581,0,2,2,2,25,20,15,4,1,3,8,7,210000.0,2,0,2,20.0,4
70583,0,1,2,1,15,10,11,10,2,1,30,24,220000.0,0,6,5,10.0,12
70584,0,2,2,6,29,22,15,2,2,1,177,131,350000.0,2,0,0,29.0,4
70585,0,2,2,2,15,8,13,2,2,1,177,131,149900.0,0,6,5,8.0,9
70586,0,1,2,1,10,6,17,2,1,3,30,24,260000.0,2,0,4,6.0,10
70588,0,3,0,1,32,29,19,6,2,0,177,131,148000.0,0,6,5,29.0,2
70589,0,1,0,2,10,4,11,3,2,1,131,103,156000.0,2,0,2,4.0,4
70600,0,3,1,1,30,23,12,3,0,1,177,131,110000.0,1,4,4,23.0,12
70601,2,3,2,1,32,25,32,2,1,3,177,131,107000.0,2,4,4,25.0,2
70605,0,4,0,1,27,28,12,7,2,1,177,131,170000.0,1,0,4,39.0,2
70609,0,2,0,0,16,10,13,5,2,1,177,131,81000.0,0,6,5,10.0,9
70618,0,3,2,6,39,38,15,9,0,1,177,131,150000.0,1,0,2,38.0,4
70622,0,2,2,4,20,10,11,6,1,3,30,24,420000.0,2,4,2,12.0,1
70625,0,1,0,2,7,5,15,1,0,1,56,41,50000.0,2,4,4,5.0,12
70626,0,2,2,1,30,18,21,2,2,0,175,44,63000.0,2,1,3,18.0,5
70627,0,2,0,1,5,3,7,1,0,1,175,44,80000.0,0,6,5,12.0,1
70628,0,2,2,4,21,8,11,1,2,0,30,24,120000.0,2,0,3,8.0,4
70633,0,1,0,2,14,6,12,3,1,3,132,41,43000.0,0,6,5,5.0,4
70634,0,1,2,6,13,0,11,2,1,3,177,131,65000.0,2,3,0,1.0,4
70635,0,3,0,4,30,26,15,5,0,1,177,131,165000.0,2,0,2,26.0,12
70636,0,2,0,1,26,14,11,5,1,3,70,53,23800000.0,0,6,5,14.0,4
70638,0,1,0,0,15,10,15,4,2,1,8,7,85000.0,2,1,4,10.0,4
70639,0,1,2,2,14,4,11,0,1,3,132,41,90000.0,2,0,3,4.0,12
70640,0,1,2,2,8,7,11,5,2,1,160,26,135000.0,2,1,3,8.0,1
70642,0,0,0,1,6,6,17,5,2,1,177,131,82000.0,1,4,2,6.0,4
70646,0,4,0,1,40,40,30,3,2,1,30,24,200000.0,0,6,5,41.0,5
70647,0,2,1,1,20,18,11,7,2,1,78,55,600000.0,2,0,4,21.0,12
70648,0,2,2,6,17,13,15,0,2,1,33,27,32400000.0,0,6,5,15.0,1
70649,0,1,0,1,16,12,12,3,1,3,59,41,85000.0,0,6,5,12.0,4
70653,0,1,2,2,13,10,13,5,2,1,177,131,160000.0,2,0,4,10.0,12
70654,0,2,0,1,35,17,15,2,0,1,59,41,80000.0,1,0,0,18.0,9
70655,2,1,0,1,10,10,8,2,1,3,106,90,2100000.0,1,4,4,14.0,12
70657,0,1,2,1,14,10,11,0,2,1,177,131,280000.0,0,6,5,10.0,4
70658,0,1,1,6,12,3,15,5,1,3,106,90,265000.0,2,0,3,3.0,12
70660,0,0,0,1,9,3,14,0,2,1,8,7,105500.0,1,4,2,3.0,1
70662,0,1,0,6,16,7,7,3,2,1,177,131,195000.0,2,4,4,7.0,7
70667,2,4,0,4,50,33,24,6,1,3,56,41,81153.0,1,0,3,38.0,12
70677,0,2,0,2,4,3,11,0,2,1,177,131,160000.0,2,4,4,13.0,4
70679,0,1,0,1,8,4,11,0,1,3,159,112,800000.0,2,4,4,4.0,7
70680,0,2,2,2,19,12,19,0,2,1,175,44,71000.0,2,2,3,19.0,9
70684,0,1,2,0,6,6,15,3,1,3,177,131,120000.0,0,6,5,6.0,12
70689,0,1,2,6,12,7,15,4,0,1,61,41,30000.0,2,4,4,7.0,4
70690,0,2,2,1,22,20,21,5,0,1,177,131,190000.0,2,0,2,20.0,9
70692,0,1,0,1,12,8,15,3,0,1,177,131,180000.0,2,1,3,14.0,4
70695,0,2,2,4,26,17,16,1,0,1,131,103,120000.0,2,4,2,20.0,4
70699,0,2,2,1,30,20,15,4,0,1,30,24,78000.0,2,0,3,20.0,12
70701,2,1,0,4,16,7,27,0,2,0,177,131,140000.0,0,6,5,7.0,12
70703,0,1,2,2,3,3,4,5,2,1,177,131,150000.0,0,6,5,6.0,2
70706,0,4,0,1,39,29,15,3,1,3,177,131,100000.0,0,6,5,36.0,12
70710,0,1,2,2,11,7,20,3,0,1,177,131,200000.0,2,0,3,11.0,1
70720,0,1,0,1,13,7,15,6,1,3,177,131,140000.0,1,3,2,7.0,5
70721,0,2,2,6,30,16,12,5,2,1,177,131,81000.0,2,1,2,23.0,4
70722,0,2,2,6,26,15,17,2,2,1,177,131,520000.0,0,6,5,15.0,12
70723,0,1,2,1,9,8,11,5,1,3,177,131,135000.0,2,0,3,8.0,3
70724,0,1,0,2,12,6,14,2,1,3,177,131,270000.0,2,0,2,6.0,4
70725,0,2,2,2,17,12,15,2,1,3,177,131,300000.0,2,0,4,10.0,4
70726,0,1,2,2,13,8,11,6,1,3,23,19,134000.0,2,4,2,8.0,12
70727,0,2,2,2,10,9,17,1,1,3,173,41,70000.0,2,0,4,9.0,4
70732,0,1,0,6,19,12,15,3,2,1,177,131,90000.0,0,6,5,15.0,4
70733,0,2,0,1,6,12,21,2,1,3,178,131,95000.0,1,0,4,14.0,10
70735,0,0,0,1,7,3,7,2,1,3,177,131,102000.0,2,0,0,3.0,9
70742,0,4,0,2,3,2,12,2,1,3,177,131,94000.0,2,0,4,2.0,1
70743,0,1,0,2,7,5,15,7,2,1,175,44,65000.0,2,0,2,11.0,12
70744,2,2,1,0,17,10,3,7,1,3,177,131,52000.0,0,6,5,10.0,2
70745,2,2,0,1,7,5,24,8,1,3,177,131,95000.0,2,0,1,40.0,4
70749,0,1,0,1,14,8,15,2,1,3,177,131,150000.0,0,6,5,8.0,0
70751,0,1,0,1,13,5,15,0,2,1,177,131,110000.0,1,1,3,5.0,4
70753,0,3,2,1,30,24,15,3,2,1,8,7,144000.0,1,0,3,24.0,2
70761,0,1,0,1,16,6,15,2,1,3,160,26,250000.0,2,4,4,6.0,0
70772,0,0,2,1,8,2,15,5,1,3,30,24,120000.0,0,6,5,2.0,12
70774,0,0,2,6,8,2,26,4,0,1,79,41,50000.0,0,6,5,2.0,4
70777,0,1,1,1,10,7,15,0,2,1,8,7,136163.0,2,0,2,12.0,9
70779,0,1,2,1,7,2,11,2,1,3,177,131,113500.0,2,0,3,2.0,1
70780,0,2,0,2,18,17,15,5,1,3,63,48,180000.0,1,3,3,17.0,10
70783,0,2,2,1,17,12,14,3,2,1,116,98,140000.0,0,6,5,17.0,3
70786,0,2,2,1,25,17,11,7,0,1,177,131,180000.0,2,0,3,17.0,10
70790,0,3,2,1,38,30,12,8,1,3,177,131,140000.0,2,0,2,30.0,4
70792,0,1,2,4,5,3,14,5,2,1,51,131,1200.0,2,0,4,4.0,1
70798,2,3,0,2,16,6,18,2,1,3,177,131,130000.0,2,4,4,25.0,4
70800,0,5,1,6,49,45,30,3,0,1,177,131,200000.0,0,6,5,50.0,4
70803,0,3,0,1,4,3,24,2,2,0,177,131,63000.0,0,6,5,3.0,2
70807,2,2,2,2,22,13,24,3,0,1,177,131,250000.0,2,1,0,13.0,4
70808,0,2,2,0,22,18,15,6,1,3,177,131,225000.0,0,6,5,18.0,4
70809,0,3,0,2,27,23,17,0,1,3,175,44,120000.0,0,6,5,23.0,1
70810,0,1,0,5,10,4,14,6,1,3,177,131,94000.0,2,0,2,4.0,9
70813,0,0,0,1,7,0,7,0,2,0,177,131,82500.0,1,0,3,1.0,1
70818,0,2,2,1,12,10,11,7,2,2,177,131,185000.0,1,0,4,10.0,4
70820,0,0,2,1,4,2,15,6,2,0,177,131,90000.0,0,6,5,2.0,7
70821,0,1,2,6,13,8,11,0,2,1,131,103,510000.0,2,4,2,8.0,12
70822,0,1,2,0,15,11,15,3,2,1,177,131,175000.0,2,2,3,12.0,1
70823,0,2,2,1,27,20,7,7,2,1,177,131,115000.0,0,6,5,20.0,4
70824,0,1,2,6,23,12,30,5,0,1,177,131,220000.0,0,6,5,12.0,4
70825,0,2,0,1,15,12,21,3,0,1,177,131,220000.0,2,1,2,15.0,4
70828,0,1,2,2,10,10,7,3,0,1,177,131,150000.0,2,0,0,10.0,4
70829,0,2,0,6,5,4,14,7,2,1,177,131,115000.0,2,0,4,19.0,4
70830,0,2,2,1,25,17,15,0,2,1,177,131,200000.0,2,0,3,17.0,4
70831,0,1,0,1,11,7,15,3,0,1,177,131,120000.0,2,1,2,7.0,12
70832,0,1,2,1,7,4,11,2,1,3,23,19,240000.0,2,4,2,5.0,4
70833,0,1,2,1,7,4,11,3,1,3,177,131,145000.0,2,1,3,4.0,2
70839,0,2,0,6,14,12,15,4,0,1,78,55,428000.0,2,4,4,19.0,4
70845,0,1,2,1,5,5,15,1,1,3,180,131,20000.0,2,0,2,5.0,9
70847,0,1,2,1,11,7,15,8,1,3,177,131,150000.0,1,3,3,7.0,5
70849,0,0,2,1,5,2,11,5,2,0,72,57,1200000.0,1,0,4,3.0,0
70852,0,1,0,1,7,3,11,3,2,1,175,44,140000.0,1,6,5,3.0,1
70853,0,0,2,6,9,6,14,6,1,3,23,19,115200.0,1,4,4,6.0,4
70854,0,1,2,1,10,8,15,2,1,3,177,131,150000.0,2,4,4,8.0,1
70855,0,1,2,1,11,4,11,3,2,1,177,131,165000.0,1,0,4,4.0,12
70857,0,2,0,2,23,16,12,3,0,1,59,41,100000.0,2,0,2,16.0,7
70858,0,2,2,2,15,13,15,4,0,1,106,90,30000.0,2,0,4,13.0,7
70859,0,0,1,1,6,1,15,3,1,3,8,7,60000.0,2,4,4,1.0,9
70863,0,0,2,2,10,2,11,3,1,3,175,44,66000.0,0,6,5,2.0,9
70868,2,1,1,6,10,5,6,3,1,3,73,54,1000000.0,2,4,4,37.0,12
70870,0,1,2,2,11,4,11,5,1,3,59,41,77500.0,1,2,0,4.0,9
70875,0,1,0,1,15,8,15,5,1,3,130,101,370000.0,1,3,3,9.0,4
70876,0,1,2,1,9,3,15,7,1,3,23,19,150000.0,2,0,4,4.0,4
70878,0,1,2,1,24,7,16,2,1,3,30,24,120000.0,1,1,3,7.0,4
70879,0,1,1,1,15,3,15,6,1,3,177,131,85000.0,0,6,5,3.0,1
70880,0,3,2,2,24,24,14,0,2,1,177,131,225000.0,2,0,0,28.0,4
70886,0,1,0,1,13,5,15,5,2,1,16,41,49140.0,0,6,5,5.0,4
70888,0,1,0,2,9,7,15,5,2,1,177,131,172000.0,1,1,2,7.0,10
70889,0,3,2,0,25,25,15,3,0,1,178,131,175000.0,2,4,4,26.0,1
70890,0,2,2,6,10,8,7,2,2,0,177,131,220000.0,0,6,5,8.0,9
70891,0,2,0,6,20,14,15,2,2,1,177,131,83000.0,2,0,2,18.0,9
70892,0,1,2,0,5,5,15,4,0,1,177,131,89000.0,2,4,0,5.0,4
70893,0,1,2,1,10,6,7,3,0,1,177,131,200000.0,2,0,2,7.0,0
70894,0,1,2,6,18,13,27,2,2,1,136,106,320000.0,2,2,3,10.0,4
70903,0,1,2,1,11,6,15,2,1,3,177,131,140000.0,1,0,4,5.0,9
70904,2,0,2,6,10,3,23,6,1,3,177,131,140000.0,2,0,4,5.0,4
70905,0,0,0,6,7,4,15,5,2,1,23,19,65000.0,2,0,4,4.0,4
70907,0,2,0,1,28,16,24,3,2,1,177,131,200000.0,0,6,5,16.0,1
70908,0,1,0,0,15,6,7,3,1,3,177,131,55000.0,2,4,4,6.0,3
70911,0,1,2,1,8,4,15,2,1,3,177,131,71000.0,2,0,3,4.0,2
70914,0,1,2,7,7,6,11,0,1,3,177,131,185000.0,1,0,4,10.0,9
70916,0,2,0,2,26,23,21,2,1,3,23,19,700000.0,0,6,5,23.0,1
70918,0,2,2,1,16,16,11,0,1,3,33,131,85000.0,2,0,4,16.0,10
70921,0,1,2,1,12,8,15,3,2,1,177,131,150000.0,2,3,2,12.0,2
70922,0,1,2,0,6,5,15,5,2,1,30,24,80000.0,0,6,5,5.0,12
70923,0,2,2,1,12,12,7,1,0,1,177,131,200000.0,2,4,4,17.0,4
70924,0,2,2,2,17,12,17,2,2,1,63,48,500000.0,1,0,4,12.0,1
70927,0,2,2,1,23,22,7,2,1,3,177,131,139000.0,2,4,4,23.0,1
70928,0,2,0,4,11,8,15,1,0,1,132,41,65000.0,1,2,0,12.0,4
70929,0,1,2,1,6,3,11,2,1,3,177,131,140000.0,2,0,3,3.0,2
70930,0,1,0,1,13,9,15,0,2,1,23,19,60000.0,2,4,2,9.0,3
70932,0,1,0,1,6,2,17,3,1,3,81,64,6000000.0,0,6,5,3.0,12
70938,0,1,2,1,17,10,15,5,2,1,177,131,250000.0,2,4,2,10.0,1
70939,0,2,0,1,13,10,17,3,1,3,177,131,145000.0,1,0,4,13.0,4
70944,0,1,2,1,12,7,19,2,2,1,177,131,145000.0,2,4,2,12.0,7
70946,0,1,2,1,13,10,15,1,0,1,153,69,48000000.0,1,0,4,10.0,12
70949,0,1,2,1,3,2,15,2,1,3,23,19,58000.0,2,0,3,2.0,4
70951,0,1,1,0,10,3,5,5,2,1,177,131,45000.0,2,0,4,3.0,1
70956,0,2,0,1,24,12,15,3,0,1,30,24,125000.0,0,6,5,12.0,9
70957,0,0,0,2,6,1,22,0,2,2,177,131,250000.0,2,4,4,1.0,1
70964,0,2,2,1,20,16,15,0,1,3,177,131,168000.0,2,0,4,20.0,12
70967,0,3,0,1,22,17,24,3,2,1,30,24,100000.0,2,0,2,18.0,12
70970,0,1,2,1,20,13,15,5,1,3,8,7,135000.0,2,4,2,13.0,11
70972,0,1,0,1,15,10,11,2,0,1,177,131,180000.0,0,6,5,12.0,4
70976,0,1,2,1,7,3,15,1,0,1,177,131,85000.0,0,6,5,5.0,9
70985,0,1,2,2,12,10,15,3,1,3,23,19,200000.0,1,0,2,10.0,6
70991,0,1,2,1,15,7,15,5,2,1,177,131,160000.0,0,6,5,7.0,2
70994,0,2,2,1,7,6,15,2,1,3,177,131,191000.0,0,6,5,16.0,4
70996,0,0,1,1,6,2,22,5,2,1,116,98,80000.0,2,0,3,2.0,4
71001,0,1,0,6,15,8,12,3,0,1,6,6,5000000.0,1,0,4,8.0,7
71004,0,1,1,1,15,11,15,4,2,1,8,7,100000.0,0,6,5,11.0,12
71005,0,1,2,6,8,5,14,5,2,1,23,19,80000.0,2,4,3,5.0,12
71006,0,0,0,1,6,3,15,3,2,1,177,131,90000.0,0,6,5,3.0,7
71008,0,1,0,1,20,10,15,3,0,1,8,7,140000.0,1,0,4,10.0,1
71010,0,1,0,6,8,6,15,5,2,1,30,24,92000.0,2,4,4,6.0,7
71011,2,2,2,0,25,20,15,0,2,1,30,24,92000.0,2,4,2,20.0,12
71014,0,1,2,2,10,5,15,1,2,1,81,64,6500000.0,2,4,2,9.0,4
71017,0,0,0,1,9,1,27,3,1,3,177,131,85000.0,1,4,4,1.0,12
71020,2,1,2,6,12,7,29,5,2,1,30,24,130000.0,0,6,5,10.0,4
71021,0,1,0,1,12,6,15,3,1,3,8,7,90000.0,0,6,5,11.0,7
71024,0,1,0,1,9,5,15,3,1,3,81,64,7000000.0,1,1,3,5.0,5
71025,0,1,1,1,5,5,7,3,2,1,177,131,120000.0,2,4,2,5.0,4
71035,0,1,0,1,17,8,15,4,0,1,8,7,104000.0,0,6,5,8.0,2
71037,0,1,0,1,0,3,19,0,1,3,99,91,80000.0,2,0,2,3.0,7
71040,0,2,0,6,18,18,15,5,0,1,177,131,93000.0,2,1,2,24.0,9
71041,0,2,2,0,28,23,15,2,2,2,177,131,300000.0,2,1,3,23.0,10
71043,0,1,2,0,10,8,15,5,0,1,30,24,120000.0,2,0,4,8.0,12
71047,0,0,2,1,3,1,14,4,2,0,119,131,20000.0,2,0,4,2.0,4
71051,0,3,2,6,42,30,11,4,0,1,177,131,275000.0,2,4,4,30.0,4
71052,0,1,0,1,12,7,11,2,2,0,177,131,183000.0,2,0,4,7.0,4
71055,2,1,0,1,7,1,3,2,1,3,162,127,1000000.0,1,4,4,5.0,4
71059,0,1,2,1,16,11,14,0,2,0,8,7,160000.0,2,1,3,11.0,9
71064,0,3,2,6,20,20,15,4,2,1,6,6,3300000.0,0,6,5,5.0,10
71066,0,1,0,2,18,8,15,0,1,3,177,131,170000.0,2,4,3,8.0,2
71067,0,1,1,1,11,11,14,3,1,3,34,28,80.0,1,4,4,11.0,4
71071,0,1,0,2,13,10,11,0,1,3,72,57,2200000.0,1,2,2,7.0,4
71076,0,2,2,5,6,5,15,3,0,1,177,131,130000.0,2,4,3,19.0,4
71078,0,2,0,1,25,18,11,5,2,1,8,7,215000.0,2,0,2,18.0,7
71079,0,3,2,1,28,24,14,2,1,3,177,131,300000.0,2,4,4,25.0,4
71081,0,1,0,1,13,9,11,5,2,1,30,24,262000.0,0,6,5,9.0,4
71084,0,3,2,5,32,27,14,5,0,1,30,24,175000.0,2,0,2,32.0,9
71087,0,1,0,1,7,3,15,4,0,1,23,19,63300.0,2,0,3,3.0,12
71088,0,0,1,1,5,2,13,4,2,2,63,48,105000.0,2,4,1,2.0,12
71089,0,3,0,1,25,20,12,4,2,1,51,41,55000.0,1,1,2,25.0,12
71090,0,1,2,2,12,10,11,5,1,3,72,57,6600000.0,1,0,2,10.0,12
71092,0,1,2,1,8,4,15,5,1,3,177,131,110000.0,2,4,4,4.0,9
71097,0,0,1,1,5,1,12,3,2,1,69,50,240000.0,2,0,3,1.0,4
71099,0,2,1,6,15,10,11,1,0,1,153,69,70000000.0,2,4,4,10.0,4
71103,0,1,0,2,11,8,11,1,2,1,76,41,70000.0,0,6,5,8.0,12
71108,0,1,2,1,5,4,15,5,2,0,30,24,130000.0,2,0,3,5.0,4
71109,0,1,2,1,10,5,15,1,0,1,8,7,70000.0,0,6,5,6.0,4
71110,0,2,0,4,23,15,15,5,1,3,8,7,130000.0,0,6,5,16.0,4
71112,2,2,1,1,25,15,24,2,2,1,177,131,199000.0,0,6,5,15.0,9
71115,0,1,1,1,7,3,12,0,1,3,34,28,250000.0,0,6,5,3.0,3
71116,0,2,0,1,17,11,30,7,0,1,177,131,260000.0,2,4,3,12.0,4
71117,0,1,2,1,9,5,11,3,1,3,177,131,155000.0,2,4,3,5.0,12
71118,0,0,2,6,12,6,15,3,2,1,52,41,50000.0,1,0,0,6.0,4
71119,2,3,0,2,32,25,22,3,1,3,30,24,120000.0,0,6,5,30.0,12
71122,0,1,0,1,19,11,15,5,0,1,8,7,90000.0,1,0,2,11.0,4
71123,0,1,2,6,10,4,24,2,2,1,6,6,8000000.0,0,6,5,4.0,12
71140,0,2,2,6,22,20,11,4,2,1,8,7,140000.0,2,1,2,21.0,4
71144,0,1,2,1,7,4,15,0,2,1,106,131,100000.0,2,4,4,5.0,1
71145,0,0,0,6,5,4,15,9,0,1,177,131,35000.0,2,1,2,3.0,4
71147,2,1,2,1,9,7,32,0,2,1,177,131,95000.0,0,6,5,9.0,5
71149,0,1,2,1,10,8,15,5,1,3,30,24,140000.0,2,4,2,8.0,1
